Student_ID,Dropout,Risk_Score,Risk_Level,Risk_Reasons,Recommendations
103,0,6,Cao,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
104,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
105,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học
106,0,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
107,1,3,Trung bình,Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
108,1,8,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
109,0,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
110,0,4,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ
111,0,2,Thấp,Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet,Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
112,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
113,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
114,1,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Thời gian tự học dưới 2 giờ mỗi ngày,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Hỗ trợ xây dựng thời gian biểu học tập
115,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
116,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
117,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ
118,0,4,Trung bình,Tỷ lệ chuyên cần dưới 75%; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
119,0,3,Trung bình,Tỷ lệ chuyên cần dưới 75%; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Tư vấn cân bằng thời gian làm thêm và học tập
120,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
121,1,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
122,1,4,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
123,0,4,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
124,0,4,Trung bình,GPA dưới 2.0; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Tư vấn cân bằng thời gian làm thêm và học tập
125,1,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học
126,0,3,Trung bình,Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
127,0,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
128,0,1,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
129,0,3,Trung bình,GPA dưới 2.0,Tư vấn học tập và lập kế hoạch cải thiện GPA
130,1,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học
131,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Thời gian tự học dưới 2 giờ mỗi ngày,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Hỗ trợ xây dựng thời gian biểu học tập
132,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
133,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
134,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
135,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
136,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
137,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
138,0,4,Trung bình,GPA dưới 2.0; Không có điều kiện truy cập Internet,Tư vấn học tập và lập kế hoạch cải thiện GPA; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
139,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
140,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
141,1,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
142,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
143,0,2,Thấp,Mức độ căng thẳng cao,Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
144,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ
145,0,5,Trung bình,GPA dưới 2.0; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
146,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Nộp bài trễ từ 3 ngày trở lên,Theo dõi kết quả học tập trong học kỳ tiếp theo; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
147,0,4,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
148,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
149,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
150,0,3,Trung bình,Tỷ lệ chuyên cần dưới 75%; Nộp bài trễ từ 3 ngày trở lên,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
151,0,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
152,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
153,0,2,Thấp,Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
154,0,2,Thấp,Tỷ lệ chuyên cần dưới 75%,Liên hệ sinh viên và xác định nguyên nhân nghỉ học
155,0,2,Thấp,Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
156,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
157,1,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
